Date,Temp,Wind_Speed,Precip_Amt,Solar_Rad,day_type,school_holiday,winter,volume
9/05/11,12.81770833,4.572916667,0,852.5625,WE,0,0,88160.53342
10/05/11,13.06770833,4.625,0,778.96875,WE,0,0,89662.86348
11/05/11,12.33125,2.958333333,0.008333333,548.0520833,WE,0,0,90268.31584
12/05/11,11.49583333,3.625,0,766,WE,0,0,91271.24198
13/05/11,10.35520833,2.864583333,0.033333333,609.3958333,WE,0,0,87945.2085
14/05/11,9.382291667,4.510416667,0.05,826.2708333,SA,0,0,72518.80758
15/05/11,10.7875,4.239583333,0,441.53125,SU,0,0,67977.19361
16/05/11,13.834375,4.239583333,0,607.8958333,WE,0,0,89159.5719
17/05/11,13.79166667,2.927083333,0,392.8645833,WE,0,0,90546.91904
18/05/11,13.00520833,3.958333333,0.05,426.2708333,WE,0,0,90372.56566
19/05/11,11.10208333,1.895833333,0,873.15625,WE,0,0,90125.03356
20/05/11,12.625,3.5,0,680.8541667,WE,0,0,87464.45775
21/05/11,12.709375,5.09375,0,7.1875,SA,0,0,72973.09474
22/05/11,12.853125,5.84375,0.033333333,1052.041667,SU,0,0,67809.30753
23/05/11,11.51666667,6.114583333,0.058333333,397.5104167,WE,0,0,87482.54713
24/05/11,11.41875,4.697916667,0,1081.885417,WE,0,0,88849.69996
25/05/11,12.115625,4.729166667,0,875.5104167,WE,0,0,89555.07991
26/05/11,11.27395833,5.28125,0.108333333,493.0104167,WE,0,0,90137.40973
27/05/11,11.42604167,4.489583333,0,620.1354167,WE,0,0,87062.3949
28/05/11,13.146875,4.333333333,0,623.7083333,SA,1,0,70896.48292
29/05/11,14.409375,4.666666667,0,415.03125,SU,1,0,65892.34377
30/05/11,11.646875,2.583333333,0.647916667,241.2604167,M2,1,0,69115.11181
31/05/11,10.95,3.260416667,0,906.90625,WE,1,0,78793.10618
1/06/11,13.30520833,2.895833333,0,911.28125,WE,1,0,82322.02203
2/06/11,16.24270833,2.34375,0,1063.40625,WE,1,0,83805.14585
3/06/11,16.36875,3.416666667,0,6.21875,WE,1,0,82818.05527
4/06/11,15.40208333,5.114583333,0.008333333,1258.916667,SA,1,0,72307.23269
5/06/11,12.80729167,4.885416667,0,771.96875,SU,1,0,66535.58058
6/06/11,12.821875,2.416666667,0,645.9166667,WE,0,0,87777.7245
7/06/11,11.76770833,4.34375,0.008333333,810.2291667,WE,0,0,89088.3967
8/06/11,12.28125,4.114583333,0.158333333,802.75,WE,0,0,88967.40213
9/06/11,12.334375,2.895833333,0,2.5625,WE,0,0,89039.22592
10/06/11,11.059375,1.864583333,0.033333333,937.0833333,WE,0,0,86639.22292
11/06/11,10.36875,2.770833333,0,832.0208333,SA,0,0,71536.12679
12/06/11,9.39375,4.291666667,0.616666667,208.5208333,SU,0,0,66883.75165
13/06/11,16.015625,4.822916667,0.010416667,814.3958333,WE,0,0,88490.96464
14/06/11,15.09375,2.385416667,0,1138.8125,WE,0,0,90048.02924
15/06/11,16.28958333,3.78125,0.008333333,505.8854167,WE,0,0,91939.97188
16/06/11,13.28645833,3.354166667,0.216666667,815.4791667,WE,0,0,89938.93744
17/06/11,12.10104167,4.010416667,0.058333333,526.8125,WE,0,0,86425.88138
18/06/11,13.32604167,3.395833333,0.114583333,793.1458333,SA,0,0,72378.58112
19/06/11,13.90416667,3.739583333,0,564.7291667,SU,0,0,67271.48586
20/06/11,14.25625,2.5625,0.24375,980.3229167,WE,0,0,88273.99906
21/06/11,15.88125,4.6875,0.00625,815.84375,WE,0,0,90905.93666
22/06/11,15.23125,5.21875,0.066666667,823.0729167,WE,0,0,91434.63758
23/06/11,13.39583333,3.59375,0.047916667,7.78125,WE,0,0,90266.87598
24/06/11,12.60625,2.520833333,0.227083333,795.875,WE,0,0,87230.02055
25/06/11,16.34375,3.6875,0.177083333,321.8020833,SA,0,0,74636.02069
26/06/11,20.353125,3.427083333,0,1093.135417,SU,0,0,70911.10789
27/06/11,21.59166667,3.5625,0,699.2604167,WE,0,0,92250.58505
28/06/11,14.49270833,4.145833333,0,278.2395833,WE,0,0,89909.79379
29/06/11,13.075,3.0625,0.125,777.5625,WE,0,0,89192.94546
30/06/11,12.86770833,3.114583333,0,790.4270833,WE,0,0,89354.08378
1/07/11,13.38125,2.541666667,0,820.8020833,WE,0,0,86896.16003
2/07/11,15.42708333,1.541666667,0,827.09375,SA,0,0,73468.1471
3/07/11,18.01458333,1.5,0,604.0104167,SU,0,0,69855.96155
4/07/11,19.78541667,2.260416667,0,695.2291667,WE,0,0,90871.6408
5/07/11,16.7625,3.9375,0.025,614.4791667,WE,0,0,91488.0852
6/07/11,14.49166667,4.46875,0.15,890.8854167,WE,0,0,90632.66938
7/07/11,15.23229167,5.541666667,0.008333333,736.75,WE,0,0,90650.19454
8/07/11,14.12395833,4.791666667,0.15,704.8958333,WE,0,0,88393.1538
9/07/11,15.65,3.416666667,0,766.25,SA,0,0,73316.71322
10/07/11,15.09895833,1.666666667,0.041666667,587.0833333,SU,0,0,68449.88442
11/07/11,16.46145833,2.604166667,0,923.21875,WE,0,0,88539.27955
12/07/11,15.309375,4.03125,0,596.40625,WE,0,0,89736.44704
13/07/11,13.97708333,3.427083333,0,632.5416667,WE,0,0,88898.03572
14/07/11,15.25520833,3.302083333,0,1048.229167,WE,0,0,92358.35374
15/07/11,16.32604167,3.302083333,0,855.5208333,WE,0,0,88834.06568
16/07/11,15.38229167,4.354166667,0.375,542.9791667,SA,0,0,74476.09875
17/07/11,14.22395833,3.75,0.0875,524.2708333,SU,0,0,68018.15577
18/07/11,14.359375,3.489583333,0.095833333,394.0416667,WE,0,0,88806.82088
19/07/11,14.35520833,3.427083333,0.016666667,490.4583333,WE,0,0,90588.55954
20/07/11,14.42604167,1.916666667,0.008333333,378.65625,WE,0,0,90367.24635
21/07/11,14.59270833,3.177083333,0.008333333,383.4479167,WE,0,0,90478.7468
22/07/11,13.67083333,1.864583333,0.083333333,695.4895833,WE,1,0,85958.74222
23/07/11,13.44270833,3.677083333,0.070833333,904.1041667,SA,1,0,71270.4577
24/07/11,14.925,3.802083333,0,1032.041667,SU,1,0,66465.81926
25/07/11,15.59479167,3.333333333,0,1099.572917,WE,1,0,81437.47303
26/07/11,16.09583333,2.6875,0,714.25,WE,1,0,83880.262
27/07/11,16.55208333,2,0,624.2291667,WE,1,0,84435.40105
28/07/11,17.4875,2.447916667,0,656.90625,WE,1,0,84700.46585
29/07/11,15.71354167,2.90625,0,375.5520833,WE,1,0,82440.20142
30/07/11,15.540625,1.46875,0,988.1875,SA,1,0,71208.15862
31/07/11,18.89270833,3.677083333,0,823,SU,1,0,68262.95632
1/08/11,20.61041667,2.729166667,0,650.0833333,WE,1,0,83104.38375
2/08/11,20.52916667,2.864583333,0,811.0208333,WE,1,0,84759.87533
3/08/11,20.728125,2.208333333,0,806.90625,WE,1,0,85275.55542
4/08/11,17.215625,3.166666667,0.35,228.4375,WE,1,0,84105.0717
5/08/11,17.48958333,2.416666667,0,661.8229167,WE,1,0,80135.42454
6/08/11,15.26145833,2.833333333,0.016666667,532.1354167,SA,1,0,69325.85039
7/08/11,13.784375,3.364583333,0.158333333,707.6041667,SU,1,0,64585.08122
8/08/11,13.82291667,4.614583333,0,600.9375,WE,1,0,82748.99033
9/08/11,14.36875,4.4375,0,831.25,WE,1,0,83563.1575
10/08/11,14.809375,3.947916667,0.016666667,469.4791667,WE,1,0,84964.13816
11/08/11,18.27395833,4.385416667,0.025,513.8541667,WE,1,0,87096.21741
12/08/11,17.78125,2.28125,0.016666667,280.3645833,WE,1,0,85178.24395
13/08/11,17.39166667,3.5625,0.010416667,423.4375,SA,1,0,72338.29804
14/08/11,16.125,3.104166667,0,553.4375,SU,1,0,67045.71974
15/08/11,14.834375,3.177083333,0.002083333,766.5104167,WE,1,0,84575.07937
16/08/11,16.54791667,4.28125,0.00625,411.9270833,WE,1,0,88330.73357
17/08/11,13.79895833,1.364583333,0,595.9375,WE,1,0,87079.43353
18/08/11,11.67291667,1.833333333,0.016666667,322.0833333,WE,1,0,86765.03069
19/08/11,15.746875,2.875,0,907.03125,WE,1,0,83779.08189
20/08/11,16.77395833,3.979166667,0.008333333,435.5729167,SA,1,0,71431.48005
21/08/11,18.20625,3,0,655.7291667,SU,1,0,66456.83159
22/08/11,16.03645833,1.989583333,0,589.7395833,WE,1,0,85326.05671
23/08/11,16.003125,2.489583333,0.008333333,667.8125,WE,1,0,87481.34364
24/08/11,15.69895833,3.458333333,0.04375,771.875,WE,1,0,86522.87253
25/08/11,13.975,2.625,0.714583333,631.9791667,WE,1,0,86090.07433
26/08/11,12.8375,2.177083333,0.3,188.90625,WE,1,0,84368.39109
27/08/11,13.44270833,3.25,0.127083333,471.1458333,SA,1,0,70294.17741
28/08/11,14.0375,3.229166667,0.016666667,544.5833333,SU,1,0,65577.6998
29/08/11,12.71770833,4.645833333,0.002083333,355.9895833,A2,1,0,69382.85092
30/08/11,13.30416667,2.90625,0.00625,292.7604167,WE,1,0,82774.52786
31/08/11,13.6375,1.46875,0,502.03125,WE,1,0,85589.78842
1/09/11,14.40416667,2.572916667,0,830.4166667,WE,1,0,87506.77855
2/09/11,16.690625,2.677083333,0,682.8125,WE,1,0,86680.15536
3/09/11,16.86458333,4.229166667,0,446.1979167,SA,1,0,73931.52252
4/09/11,15.765625,2.822916667,0.15,441.3541667,SU,1,0,68455.12237
5/09/11,13.42604167,4.5,0.052083333,512.65625,WE,1,0,86634.09712
6/09/11,14.82708333,6.802083333,0.083333333,316.25,WE,0,0,89347.91698
7/09/11,13.98958333,4.135416667,0,369.53125,WE,0,0,89284.36545
8/09/11,15.28645833,3.489583333,0.008333333,394.4791667,WE,0,0,89819.24773
9/09/11,17.57291667,3.229166667,0.05,417.5520833,WE,0,0,89431.52502
10/09/11,18.39479167,6.083333333,0.183333333,458.5416667,SA,0,0,75876.71656
11/09/11,15.16875,5.416666667,0.016666667,546.1458333,SU,0,0,68809.375
12/09/11,16.509375,6.583333333,0.064583333,515,WE,0,0,89698.9867
13/09/11,13.95520833,4.739583333,0.041666667,600.3645833,WE,0,0,88423.59322
14/09/11,12.95208333,3.40625,0,421.875,WE,0,0,90166.63824
15/09/11,11.82395833,1.822916667,0,537.5,WE,0,0,89069.05793
16/09/11,14.81875,3.572916667,0,359.4791667,WE,0,0,88039.92409
17/09/11,13.31145833,3.4375,0.1,580.3125,SA,0,0,72506.2451
18/09/11,11.38333333,2.8125,0,381.5625,SU,0,0,66462.88254
19/09/11,13.58333333,3.71875,0,338.9583333,WE,0,0,86982.5701
20/09/11,14.91458333,4.729166667,0.19375,175.8333333,WE,0,0,89898.4802
21/09/11,13.21458333,3.791666667,0.014583333,566.1458333,WE,0,0,88439.12749
22/09/11,12.9,3,0,406.875,WE,0,0,88756.93009
23/09/11,12.7375,2.947916667,0,412.8125,WE,0,0,86054.32654
24/09/11,13.82916667,3.677083333,0,350.5208333,SA,0,0,71827.52429
25/09/11,14.875,4.177083333,0.083333333,224.6875,SU,0,0,67324.05546
26/09/11,15.40520833,2.6875,0.025,550.7291667,WE,0,0,87476.86903
27/09/11,16.10104167,2.958333333,0.008333333,613.0208333,WE,0,0,90759.77684
28/09/11,18.609375,3.666666667,0,610.3125,WE,0,0,91621.08647
29/09/11,19.82708333,3.03125,0,589.0625,WE,0,0,92691.74647
30/09/11,19.74479167,3.25,0,580.8333333,WE,0,0,89365.24527
1/10/11,19.30104167,2.770833333,0,520.625,SA,0,0,74910.41681
2/10/11,19.08541667,2.875,0,490.9375,SU,0,0,69785.98255
3/10/11,19.4,4.625,0,431.0416667,WE,0,0,90148.09514
4/10/11,15.20833333,3.885416667,0,468.5416667,WE,0,0,89613.55447
5/10/11,16.66979167,5.3125,0.216666667,241.25,WE,0,0,90793.69771
6/10/11,11.30520833,6.166666667,0.110416667,510.4166667,WE,0,0,88872.10653
7/10/11,10.79375,5.104166667,0.127083333,334.1666667,WE,0,0,87990.23863
8/10/11,12.15520833,3.96875,0.035416667,137.0833333,SA,0,0,73375.62445
9/10/11,16.91458333,3.145833333,0,231.25,SU,0,0,67997.60252
10/10/11,16.33854167,5.5,0,156.6666667,WE,0,0,89801.55222
11/10/11,16.046875,4.052083333,0,65,WE,0,0,92202.46865
12/10/11,15.27291667,2.916666667,0,318.3333333,WE,0,0,91591.8769
13/10/11,13.56458333,2.177083333,0,236.25,WE,0,0,90959.92977
14/10/11,12.2125,3.333333333,0,469.1666667,WE,0,0,87469.6865
15/10/11,8.729166667,2.166666667,0,450,SA,0,0,72373.39996
16/10/11,10.31875,2.635416667,0,327.9166667,SU,0,0,68242.19775
17/10/11,10.96875,5.729166667,0.1625,135,WE,0,0,88489.40962
18/10/11,7.907291667,4.604166667,0.020833333,470.4166667,WE,0,0,89393.69315
19/10/11,6.764583333,3.739583333,0.008333333,361.6666667,WE,0,0,90653.73051
20/10/11,6.651041667,2.791666667,0,351.6666667,WE,0,0,91302.98647
21/10/11,10.14166667,4.822916667,0,175,WE,1,0,87645.40887
22/10/11,9.560416667,4.59375,0,399.1666667,SA,1,0,73135.98832
23/10/11,13.525,6.020833333,0,208.3333333,SU,1,0,68071.14134
24/10/11,13.06770833,6.291666667,0.079166667,204.1666667,WE,1,0,85467.63247
25/10/11,11.30520833,3.822916667,0.15625,286.25,WE,1,0,86779.4975
26/10/11,7.780208333,3.447916667,0.108333333,267.5,WE,1,0,86609.78198
27/10/11,9.91875,2.302083333,0.372916667,61.25,WE,1,0,87596.24038
28/10/11,8.586458333,1.833333333,0,355.8333333,WE,1,0,83936.20424
29/10/11,9.780208333,4.802083333,0.016666667,182.0833333,SA,1,0,73277.44964
30/10/11,14.319,4.75,0.0375,175,SU,1,1,68820.98792
31/10/11,14.43958333,5.5,0,127.0833333,WE,0,1,89965.32649
1/11/11,10.55208333,3.104166667,0.225,252.5,WE,0,1,89528.69281
2/11/11,10.95208333,4.854166667,0.008333333,231.25,WE,0,1,90698.14113
3/11/11,13.50625,4.1875,0.35,109.5833333,WE,0,1,90785.47497
4/11/11,12.28854167,2.40625,0.310416667,176.6666667,WE,0,1,86875.40674
5/11/11,9.840625,3.385416667,0.008333333,62.5,SA,0,1,72424.15134
6/11/11,6.436458333,2.958333333,0,313.3333333,SU,0,1,67459.82601
7/11/11,6.545833333,3.229166667,0.027083333,23.75,WE,0,1,89684.22654
8/11/11,9.291666667,2.46875,0.033333333,37.5,WE,0,1,90781.7169
9/11/11,10.56145833,3.885416667,0,86.66666667,WE,0,1,90653.57649
10/11/11,10.621875,2.541666667,0.041666667,82.08333333,WE,0,1,91149.41891
11/11/11,9.661458333,4.375,0.077083333,46.25,WE,0,1,89433.83222
12/11/11,11.04479167,2.552083333,0.016666667,147.0833333,SA,0,1,72982.11993
13/11/11,11.49895833,3.114583333,0,237.9166667,SU,0,1,67648.0986
14/11/11,8.196875,2.864583333,0,57.08333333,WE,0,1,88682.39226
15/11/11,7.96875,3.25,0,158.3333333,WE,0,1,91119.07266
16/11/11,5.79375,2.395833333,0,53.75,WE,0,1,92568.08243
17/11/11,9.833333333,3.770833333,0,216.25,WE,0,1,91396.11014
18/11/11,10.72395833,4.447916667,0,110,WE,0,1,88843.20067
19/11/11,7.341666667,2.354166667,0,67.91666667,SA,0,1,74400.09076
20/11/11,6.038541667,1.979166667,0.008333333,57.08333333,SU,0,1,68581.50358
21/11/11,7.94375,2.416666667,0.025,72.08333333,WE,0,1,89255.76094
22/11/11,8.544791667,2.25,0.083333333,82.08333333,WE,0,1,90525.62433
23/11/11,6.377083333,4.15625,0.008333333,115,WE,0,1,91765.62237
24/11/11,10.49166667,5.958333333,0,117.5,WE,0,1,91844.6871
25/11/11,8.496875,4.40625,0.1,171.25,WE,0,1,88186.73117
26/11/11,9.477083333,5.375,0,62.91666667,SA,0,1,74573.40237
27/11/11,8.764583333,5.458333333,0.041666667,186.6666667,SU,0,1,67632.56967
28/11/11,5.302083333,4.34375,0.002083333,112.0833333,WE,0,1,90098.65131
29/11/11,9.90625,7.6875,0.158333333,37.5,WE,0,1,91269.51625
30/11/11,7.364583333,5.947916667,0.058333333,175.4166667,WE,0,1,89789.14901
1/12/11,6.379166667,3.333333333,0.18125,115.8333333,WE,0,1,90260.9152
2/12/11,4.053125,4.270833333,0.010416667,129.1666667,WE,0,1,87030.93933
3/12/11,8.455208333,5.21875,0.008333333,176.25,SA,0,1,72033.96707
4/12/11,5.153125,3.84375,0.133333333,76.66666667,SU,0,1,67428.64656
5/12/11,2.983333333,4.229166667,0.008333333,145,WE,0,1,91014.64636
6/12/11,3.715625,3.729166667,0.016666667,126.25,WE,0,1,93094.45164
7/12/11,5.532291667,6.270833333,0.047916667,145,WE,0,1,93908.77435
8/12/11,6.922916667,7.010416667,0.1,47.5,WE,0,1,94049.71051
9/12/11,3.173958333,4.15625,0.008333333,154.5833333,WE,0,1,90427.10159
10/12/11,1.410416667,3.020833333,0.008333333,130,SA,0,1,75147.73696
11/12/11,5.9125,4.625,0.225,47.91666667,SU,0,1,69357.24747
12/12/11,4.838541667,5.510416667,0.341666667,142.5,WE,0,1,91466.91767
13/12/11,4.729166667,6.90625,0.15625,122.5,WE,0,1,92375.4977
14/12/11,2.8125,5.90625,0,101.25,WE,0,1,94128.02491
15/12/11,3.923958333,4.197916667,0.1,112.0833333,WE,0,1,91729.36475
16/12/11,1.827083333,3.791666667,0.085416667,109.5833333,WE,0,1,88960.90571
17/12/11,1.526041667,3.34375,0.05,107.9166667,SA,1,1,74236.32858
18/12/11,0.717708333,3.03125,0.025,100.8333333,SU,1,1,69648.07913
19/12/11,2.972916667,3.104166667,0.175,31.25,WE,1,1,87832.15452
20/12/11,5.85,4.114583333,0.06875,70.83333333,WE,1,1,87094.89875
21/12/11,8.946875,3.239583333,0.022916667,53.33333333,WE,1,1,84509.63871
22/12/11,10.02604167,4.489583333,0,146.6666667,WE,1,1,80625.05968
23/12/11,7.697916667,6.75,0.258333333,28.33333333,SD,1,1,72532.74186
24/12/11,5.747916667,4.947916667,0,67.08333333,SA,1,1,59316.9865
25/12/11,9.946875,4.572916667,0,49.58333333,CD,1,1,45880.54362
26/12/11,10.765625,4.739583333,0,32.91666667,BD,1,1,52885.2882
27/12/11,8.298958333,4.125,0,68.33333333,SU,1,1,59997.79455
28/12/11,7.309375,6.520833333,0,103.75,SD,1,1,64287.60354
29/12/11,6.43125,6.104166667,0.058333333,69.16666667,SD,1,1,65193.84027
30/12/11,5.980208333,4.135416667,0.258333333,30.41666667,SD,1,1,65337.93083
31/12/11,10.959375,4.427083333,0.008333333,64.58333333,SA,1,1,58792.36769
1/01/12,8.635416667,4.53125,0.041666667,58.75,J1,1,1,52384.13534
2/01/12,4.078125,4.625,0.047916667,164.5833333,SU,1,1,63352.69382
3/01/12,6.995833333,8.947916667,0.435416667,67.91666667,SD,1,1,84877.26926
4/01/12,6.285416667,5.697916667,0.15,65.83333333,WE,0,1,90320.15092
5/01/12,7.895833333,8.302083333,0.233333333,92.5,WE,0,1,90906.06529
6/01/12,6.015625,3.9375,0,114.1666667,WE,0,1,88382.76418
7/01/12,8.35,5.447916667,0.016666667,108.75,SA,0,1,72727.40509
8/01/12,8.391666667,3.489583333,0,99.58333333,SU,0,1,67799.87511
9/01/12,8.033333333,3.479166667,0.00625,102.0833333,WE,0,1,90126.29128
10/01/12,8.283333333,3.229166667,0,123.3333333,WE,0,1,90468.52437
11/01/12,9.601041667,3.572916667,0,134.1666667,WE,0,1,90627.60147
12/01/12,8.208333333,4.864583333,0.058333333,125,WE,0,1,90852.19031
13/01/12,1.911458333,1.760416667,0.008333333,187.5,WE,0,1,88409.79631
14/01/12,-0.936458333,1.416666667,0.008333333,222.9166667,SA,0,1,73508.42359
15/01/12,0.528125,2.864583333,0,197.5,SU,0,1,68014.41403
16/01/12,-1.079166667,1.770833333,0.008333333,237.9166667,WE,0,1,91018.42117
17/01/12,-0.429166667,2.385416667,0,130,WE,0,1,93644.65033
18/01/12,7.305208333,3.354166667,0.022916667,75.83333333,WE,0,1,92895.37618
19/01/12,6.271875,4.364583333,0.233333333,111.25,WE,0,1,91798.41803
20/01/12,6.454166667,4.822916667,0.166666667,51.66666667,WE,0,1,89199.07317
21/01/12,8.7875,6.802083333,0,70.83333333,SA,0,1,73043.22004
22/01/12,6.854166667,5.90625,0,200.4166667,SU,0,1,67062.1328
23/01/12,4.808333333,3.541666667,0,135,WE,0,1,88660.56514
24/01/12,5.815625,2.677083333,0.291666667,92.91666667,WE,0,1,91409.09343
25/01/12,8.782291667,5.072916667,0.002083333,76.66666667,WE,0,1,90899.29603
26/01/12,4.627083333,4.8125,0.10625,185.8333333,WE,0,1,90853.94984
27/01/12,3.442708333,3.59375,0.1,208.75,WE,0,1,87608.86649
28/01/12,1.872916667,2.479166667,0,191.25,SA,0,1,73038.00687
29/01/12,0.488541667,1.4375,0,85.41666667,SU,0,1,68446.69457
30/01/12,-0.021875,1.40625,0,234.1666667,WE,0,1,91363.08562
31/01/12,-0.239583333,2.78125,0,39.58333333,WE,0,1,93708.84597
1/02/12,-1.2125,3.802083333,0.008333333,315.4166667,WE,0,1,93921.69941
2/02/12,-1.6875,2.34375,0,179.5833333,WE,0,1,94429.84374
3/02/12,-3.340625,1.5,0,329.1666667,WE,0,1,90932.79932
4/02/12,-3.559375,4.083333333,0,98.75,SA,0,1,75468.1877
5/02/12,1.5625,1.677083333,0.302083333,121.6666667,SU,0,1,68858.03233
6/02/12,2.323958333,1.5,0.154166667,86.25,WE,0,1,92275.69857
7/02/12,-1.257291667,1.291666667,0,110.4166667,WE,0,1,94624.05049
8/02/12,-2.365625,2.375,0,122.9166667,WE,0,1,95059.49298
9/02/12,-1.204166667,2.354166667,0,140.8333333,WE,0,1,93769.48029
10/02/12,-0.539583333,3.645833333,0.058333333,107.0833333,WE,0,1,91008.96891
11/02/12,-2.917708333,2.114583333,0,402.5,SA,1,1,75550.55192
12/02/12,2.5,1.875,0,88.33333333,SU,1,1,69247.33831
13/02/12,4.758333333,4.25,0,137.0833333,WE,1,1,87305.52828
14/02/12,5.507291667,5.59375,0,219.5833333,WE,1,1,89634.35433
15/02/12,7.335416667,6.0625,0,196.25,WE,1,1,89324.91212
16/02/12,7.203125,4.03125,0,190,WE,1,1,88113.27557
17/02/12,8.377083333,3.208333333,0,105,WE,1,1,84451.91508
18/02/12,6.188541667,5.479166667,0.175,126.6666667,SA,1,1,71333.87281
19/02/12,1.967708333,4.135416667,0.05,364.5833333,SU,1,1,66856.64715
20/02/12,3.784375,4.15625,0,159.5833333,WE,0,1,89410.89767
21/02/12,7.417708333,4.770833333,0,181.25,WE,0,1,90462.34865
22/02/12,8.372916667,6.9375,0.058333333,72.91666667,WE,0,1,91207.17386
23/02/12,12.47916667,3.802083333,0,366.25,WE,0,1,90023.86633
24/02/12,9.129166667,3.958333333,0,211.25,WE,0,1,86652.35835
25/02/12,5.269791667,2.791666667,0.008333333,457.5,SA,0,1,71055.14805
26/02/12,6.44375,2.552083333,0,429.5833333,SU,0,1,66070.99953
27/02/12,8.472916667,2.958333333,0.083333333,186.25,WE,0,1,87604.79229
28/02/12,10.11354167,2.375,0,105,WE,0,1,88763.80284
29/02/12,8.976041667,2.166666667,0,184.5833333,WE,0,1,88995.73908
1/03/12,7.584375,1.614583333,0.008333333,466.6666667,WE,0,1,89587.1439
2/03/12,6.932291667,2.104166667,0,364.5833333,WE,0,1,86546.8338
3/03/12,8.03125,4.583333333,0.041666667,335,SA,0,1,71082.68291
4/03/12,4.310416667,5.21875,0.441666667,140.4166667,SU,0,1,66322.90096
5/03/12,4.78125,6.114583333,0,485.4166667,WE,0,1,88071.25444
6/03/12,3.772916667,2.625,0.002083333,501.25,WE,0,1,89347.50649
7/03/12,6.438541667,6.5625,0.114583333,218.75,WE,0,1,90444.61928
8/03/12,6.208333333,3.34375,0,428.3333333,WE,0,1,89820.22285
9/03/12,9.340625,3.96875,0,287.9166667,WE,0,1,87146.78038
10/03/12,10,3.3125,0,302.0833333,SA,0,1,71012.8333
11/03/12,10.08645833,3.510416667,0,588.75,SU,0,1,65798.59178
12/03/12,7.270833333,2.479166667,0,305.8333333,WE,0,1,88016.80778
13/03/12,7.828125,1.697916667,0.008333333,285,WE,0,1,88992.63369
14/03/12,5.421875,2.104166667,0,186.6666667,WE,0,1,89267.3076
15/03/12,3.85,2.333333333,0.008333333,191.25,WE,0,1,89802.5088
16/03/12,7.48125,4.21875,0,190,WE,0,1,86296.70069
17/03/12,7.852083333,3.052083333,0.008333333,340.4166667,SA,0,1,69794.8486
18/03/12,4.177083333,2.416666667,0.033333333,330.8333333,SU,0,1,64714.87923
19/03/12,5.403125,3.09375,0.008333333,527.5,WE,0,1,87401.42055
20/03/12,8.420833333,3.65625,0,570.8333333,WE,0,1,88074.93317
21/03/12,8.083333333,1.625,0,536.6666667,WE,0,1,88120.46317
